mese;giorno*;Pioggia mm;Temp. min gradi C;Temp. med gradi C;Temp. max gradi C;Umidita' min %;Umidita' med %;Umidita' max %;Vento med km/h;Vento max km/h;Dir. V. max gradi N;Radiaz. KJ/m2;Press. med hPa
1;1;0.0;-4.1;1.1;8.3;40;69;87;3;11;262;5221;1013.3
1;2;9.8;-4.1;1.5;5.3;69;86;98;8;44;66;1918;1005.4
1;3;1.3;0.4;2.3;4.7;58;69;87;21;52;36;3872;996.2
1;4;1.9;-3.1;0.1;2.3;66;89;98;5;21;44;1068;986.4
1;5;2.7;-0.1;2.5;5.2;95;98;98;4;15;17;1390;987.6
1;6;0.0;-1.4;2.7;7.0;80;94;98;4;17;48;1967;987.1
1;7;0.0;-2.7;2.9;8.8;69;93;98;5;12;28;5239;990.6
1;8;0.0;-0.2;4.7;9.2;72;92;98;4;10;148;2061;995.9
1;9;25.0;5.2;6.6;8.3;95;98;98;1;14;341;612;994.4
1;10;6.0;6.7;7.6;8.6;98;98;98;-;-;-;922;991.7
1;11;22.7;8.5;10.3;12.3;98;98;98;-;32;194;738;985.0
1;12;0.0;1.9;7.2;10.9;75;93;98;6;21;96;5708;988.9
1;13;0.0;0.8;5.0;11.9;63;91;98;-;14;157;6582;999.4
1;14;0.9;-0.3;4.2;8.3;73;91;98;5;22;212;2572;1001.3
1;15;0.0;0.2;4.7;9.2;68;88;98;3;13;55;4745;996.1
1;16;0.0;-3.3;2.4;9.9;21;67;95;6;37;0;7708;1000.6
1;17;0.0;-5.2;-0.2;5.6;37;67;89;4;13;172;7966;1002.4
1;18;0.0;-7.2;-1.1;5.8;20;53;73;4;15;245;7856;1006.2
1;19;0.0;-7.2;-1.7;4.7;38;67;89;3;13;331;6765;1004.3
1;20;0.0;-6.0;-0.7;6.2;31;67;82;4;14;200;7813;1005.0
1;21;0.0;-6.0;1.6;9.6;39;59;80;7;23;38;7662;1010.6
1;22;0.0;-3.8;1.6;7.7;40;60;82;5;19;53;7194;1018.9
1;23;0.0;-4.4;0.9;8.1;48;73;90;3;9;178;5793;1019.7
1;24;0.0;-4.9;0.3;8.3;57;83;95;3;10;168;5260;1021.4
1;25;0.0;-3.9;1.5;8.4;63;85;96;3;10;25;7062;1018.6
1;26;0.0;-2.7;2.6;10.6;58;86;98;3;10;162;6828;1016.9
1;27;0.0;-2.1;3.8;10.6;70;92;98;4;17;128;7005;1016.5
1;28;0.0;0.8;6.0;11.5;73;91;98;5;15;122;6683;1015.9
1;29;0.0;2.9;7.0;10.9;77;92;98;3;9;111;3434;1018.2
1;30;0.3;6.3;7.3;8.7;93;96;98;3;8;94;1054;1013.6
1;31;0.0;2.6;7.2;10.3;98;98;98;3;9;138;1968;1003.6
2;1;0.0;3.0;6.9;10.4;98;98;98;3;12;142;1942;1010.4
2;2;0.5;4.9;7.5;8.5;98;98;98;2;9;209;1158;1012.8
2;3;24.3;5.2;7.0;8.2;93;98;98;6;47;346;608;1003.6
2;4;0.0;0.6;5.2;10.9;43;81;98;6;23;172;8642;1009.2
2;5;0.0;-1.5;4.7;12.5;43;75;90;4;11;64;9670;1014.1
2;6;0.0;-0.7;5.7;12.9;57;83;98;4;21;171;8846;1015.8
2;7;52.5;6.1;7.5;8.9;94;97;98;7;20;19;592;1006.0
2;8;49.7;7.8;9.2;11.1;98;98;98;8;44;171;895;1002.6
2;9;30.4;7.8;9.4;11.4;98;98;98;8;43;151;2257;997.1
2;10;12.4;0.9;7.0;10.6;58;87;98;11;63;4;3452;982.8
2;11;0.0;0.0;5.5;12.2;53;78;95;6;22;162;10787;994.9
2;12;9.5;1.7;4.8;6.5;82;92;98;7;21;63;3252;991.4
2;13;1.4;3.0;5.5;8.8;83;92;98;7;19;162;6830;983.9
2;14;19.9;1.8;5.6;7.1;84;93;98;9;34;353;1444;982.2
2;15;9.8;3.7;7.5;13.1;66;90;98;9;37;44;3869;993.3
2;16;12.9;5.2;8.2;11.7;51;74;92;19;51;58;4570;1010.4
2;17;14.0;5.3;6.6;8.7;67;88;97;15;52;70;2117;1006.7
2;18;0.0;4.7;9.2;14.8;65;85;98;7;29;348;8244;1000.8
2;19;23.3;4.9;7.8;10.8;79;90;98;10;33;44;5473;1003.8
2;20;0.0;3.4;7.4;12.6;38;71;92;7;26;40;11800;1010.9
2;21;0.0;2.4;6.4;11.2;72;87;98;7;27;138;10080;1009.5
2;22;0.1;1.7;7.2;9.8;88;96;98;5;13;72;1948;1006.4
2;23;0.2;8.2;9.6;11.6;98;98;98;4;13;191;1953;998.7
2;24;0.3;3.3;8.3;12.3;41;65;98;10;31;94;12933;1002.3
2;25;0.1;2.6;5.6;8.5;62;81;97;4;19;346;4536;998.4
2;26;0.1;2.5;6.4;9.6;52;66;98;15;35;114;7960;998.4
2;27;25.2;4.6;5.3;7.1;56;81;98;12;26;360;2029;998.2
2;28;30.5;5.9;8.1;11.1;75;95;98;15;50;31;1031;997.2
2;29;18.0;6.9;9.7;12.7;69;85;98;17;57;57;3305;993.8
3;1;1.1;3.6;8.7;13.6;68;89;98;5;17;159;12226;999.3
3;2;0.7;3.1;8.3;13.4;65;85;98;4;20;95;7430;995.9
3;3;38.4;3.0;6.0;8.9;59;80;96;14;48;51;2269;984.2
3;4;0.0;0.3;6.9;13.1;42;76;96;6;20;205;13937;992.1
3;5;21.4;3.9;7.5;10.7;73;90;98;9;40;116;1339;989.5
3;6;17.2;4.2;8.1;11.7;79;93;98;7;24;166;9451;988.3
3;7;2.9;4.6;6.7;10.5;65;84;98;10;39;127;6197;989.2
3;8;15.1;3.5;5.8;8.6;70;88;97;10;30;0;4255;997.1
3;9;7.0;4.6;7.6;11.4;52;70;93;17;40;101;10540;997.7
3;10;0.0;3.1;9.7;16.5;37;60;78;7;26;326;13223;997.9
3;11;0.0;6.6;10.1;14.7;48;70;95;4;12;88;7152;1004.2
3;12;0.0;3.3;10.1;16.3;45;69;96;8;28;82;11826;1006.9
3;13;0.0;2.9;10.0;15.6;37;57;82;10;39;58;14601;1008.3
3;14;0.0;1.9;8.7;15.5;28;56;78;8;27;53;14891;1010.6
3;15;0.0;-0.2;5.8;9.3;50;69;88;4;21;110;5408;1005.7
3;16;0.0;3.4;7.8;11.3;41;51;63;19;49;88;17428;1011.7
3;17;0.0;3.0;10.1;16.3;37;52;75;9;34;56;16552;1012.6
3;18;0.0;1.4;8.9;16.7;44;68;93;5;19;167;17667;1005.1
3;19;0.0;1.9;9.5;17.6;43;73;98;5;21;168;17403;1003.8
3;20;0.0;2.3;9.9;16.9;51;77;98;6;21;177;15849;1004.1
3;21;0.0;7.8;11.5;17.1;63;86;98;8;31;182;9983;1001.7
3;22;0.0;3.4;11.5;17.8;40;65;98;14;40;76;17871;995.1
3;23;0.0;1.5;10.5;14.8;25;40;72;17;55;6;12657;988.1
3;24;0.0;-1.0;9.2;16.4;32;58;83;6;23;207;19395;997.1
3;25;0.0;4.4;9.5;13.3;48;68;89;6;27;222;7873;1004.5
3;26;0.0;3.4;9.7;16.2;48;75;97;5;21;216;17650;1006.3
3;27;0.0;2.8;9.1;14.0;58;80;98;3;12;270;6824;1004.2
3;28;0.8;7.2;10.6;12.9;67;87;98;6;17;166;5281;1001.5
3;29;0.0;9.7;12.8;16.9;70;87;98;6;27;154;14840;1003.4
3;30;2.5;11.7;13.1;15.9;78;88;98;8;27;175;5944;1006.9
3;31;0.2;10.6;13.6;18.6;67;92;98;5;21;178;10033;1006.3
4;1;0.0;10.1;14.3;18.6;76;90;98;4;14;196;7993;1005.3
4;2;0.0;9.0;15.4;20.9;48;67;98;9;33;52;12851;1008.1
4;3;0.1;6.8;13.1;20.2;57;80;98;6;19;159;13025;1006.5
4;4;0.1;8.8;11.8;15.5;75;93;98;3;10;80;5543;1003.7
4;5;0.0;7.0;14.1;21.6;53;83;98;6;23;158;17881;1000.8
4;6;0.0;6.4;14.5;22.8;49;79;98;4;18;152;18021;999.7
4;7;0.0;8.5;16.3;23.8;40;71;98;5;19;240;17515;996.5
4;8;5.1;12.4;15.9;19.8;56;76;98;11;30;58;5375;990.9
4;9;8.2;10.8;12.7;14.6;78;90;98;7;18;64;5358;991.1
4;10;0.0;10.6;14.9;20.9;56;81;98;5;19;295;17694;996.8
4;11;0.0;9.2;14.6;20.8;60;83;98;6;26;162;17069;1001.1
4;12;0.0;7.4;14.5;20.6;56;80;98;9;28;142;21041;1001.7
4;13;1.0;9.3;15.3;20.1;66;84;98;6;24;190;17681;997.5
4;14;7.5;11.1;14.0;19.0;67;89;98;5;26;340;12785;997.7
4;15;0.1;11.4;15.3;19.7;51;79;98;8;28;172;21575;1002.1
4;16;0.0;10.6;15.7;20.4;53;78;98;8;33;143;22426;1001.7
4;17;0.1;12.5;16.3;20.2;64;80;95;8;28;190;10874;1001.1
4;18;0.0;12.6;16.3;20.9;62;78;87;12;35;159;15827;1002.6
4;19;0.0;10.0;15.4;21.2;49;67;90;10;31;98;20008;1006.1
4;20;0.0;9.7;15.1;21.5;42;66;96;6;21;233;23050;1013.2
4;21;0.0;8.5;15.0;22.6;47;69;90;6;22;212;22387;1012.4
4;22;0.0;8.8;14.4;21.3;38;74;97;6;27;148;20806;1004.3
4;23;3.2;12.1;13.5;16.7;72;86;98;7;30;129;8265;994.6
4;24;11.4;5.8;10.2;12.9;64;84;98;8;27;107;5218;991.3
4;25;0.0;2.2;9.2;15.4;37;66;98;7;28;170;22699;995.9
4;26;17.1;6.2;9.2;14.0;61;83;98;11;35;167;10866;995.8
4;27;12.2;4.9;9.4;17.6;57;85;98;16;55;349;9289;994.8
4;28;0.2;5.1;8.5;14.1;58;67;81;17;45;46;14964;1002.9
4;29;0.0;3.3;11.7;18.4;31;57;90;10;40;98;26031;1006.7
4;30;0.0;3.8;13.5;20.9;35;66;95;5;21;182;24116;1004.9
5;1;9.1;9.8;12.0;14.2;65;83;98;10;31;73;4628;1000.4
5;2;0.0;9.5;14.4;21.2;48;76;98;5;33;125;10614;1000.3
5;3;3.9;7.0;15.8;23.5;43;72;98;7;39;234;20415;1001.0
5;4;0.0;9.9;17.1;23.7;29;52;97;10;26;40;20050;1005.5
5;5;0.0;9.2;15.4;23.2;45;66;97;8;41;354;21219;1009.5
5;6;0.0;9.2;17.3;24.8;41;65;95;7;23;177;26335;1006.4
5;7;0.0;8.3;17.2;25.4;36;65;98;7;29;145;26275;1002.7
5;8;0.0;9.3;16.8;23.9;46;70;93;8;32;153;26271;1004.0
5;9;0.0;11.0;17.2;23.1;49;73;95;5;18;226;15337;1006.8
5;10;0.0;14.5;16.5;19.1;60;76;92;4;15;132;7135;1004.0
5;11;21.9;12.2;15.0;19.2;61;88;98;7;24;354;4184;997.5
5;12;27.6;12.8;15.3;21.2;67;92;98;10;31;164;11270;987.8
5;13;3.6;11.9;15.2;19.6;70;89;98;7;23;247;17249;987.0
5;14;27.2;12.5;15.3;21.5;71;92;98;6;25;34;13256;992.9
5;15;2.0;10.9;14.1;19.8;59;81;98;9;35;48;17810;1000.7
5;16;0.0;8.7;13.7;19.3;44;66;93;7;20;277;22046;1006.2
5;17;0.1;6.9;14.7;20.3;43;70;97;7;22;166;22334;1005.3
5;18;2.4;11.3;15.2;19.5;51;78;98;6;19;171;14600;1004.1
5;19;21.2;11.5;13.4;15.8;74;91;98;8;32;332;5152;999.5
5;20;0.0;9.9;18.0;25.6;37;72;98;6;34;54;24374;1004.3
5;21;0.0;10.1;19.3;25.9;46;70;98;5;19;286;27807;1007.5
5;22;0.0;12.6;20.0;26.8;52;75;98;6;22;167;26594;1004.9
5;23;16.9;12.6;16.1;22.2;61;85;98;8;30;134;10952;998.6
5;24;3.3;11.1;14.5;18.8;68;88;98;4;16;360;11082;997.4
5;25;0.0;10.2;17.2;23.4;64;85;98;5;18;260;25585;1001.5
5;26;0.0;12.6;19.8;26.7;60;82;98;5;21;185;25369;1004.1
5;27;0.0;12.9;20.7;27.7;54;79;98;5;21;190;26328;1005.0
5;28;0.0;14.0;21.4;28.0;41;67;98;6;23;155;27647;1002.5
5;29;21.4;13.9;18.8;26.3;56;82;98;7;38;167;14050;997.9
5;30;16.1;14.2;16.6;21.2;79;94;98;7;42;148;9019;998.4
5;31;61.6;13.1;15.7;20.4;84;96;98;8;42;163;8323;1001.5
6;1;1.1;13.1;16.5;21.6;65;87;98;5;26;180;13551;1002.1
6;2;3.6;14.0;16.4;20.2;85;94;98;6;23;143;8384;1000.4
6;3;0.1;12.2;-;23.2;62;89;98;4;22;174;17955;999.8
6;4;0.2;15.0;19.6;24.1;67;87;98;6;22;192;22582;1001.1
6;5;-;15.1;19.5;24.4;71;89;98;5;35;297;17105;1003.3
6;6;0.5;15.2;20.9;26.9;56;81;98;6;28;344;21420;1006.4
6;7;0.0;14.4;21.8;29.1;51;76;98;7;22;116;27039;1008.2
6;8;4.3;16.7;20.0;25.4;61;87;98;6;27;170;13306;1005.4
6;9;6.0;16.2;17.7;19.4;88;96;98;6;16;49;4802;1000.9
6;10;0.4;15.8;20.0;25.5;59;81;98;8;22;47;27115;1000.4
6;11;58.8;15.6;17.9;21.3;87;96;98;8;34;9;8443;999.3
6;12;6.5;13.1;18.2;26.2;58;88;98;6;34;301;17281;997.1
6;13;0.4;13.8;19.4;25.7;56;86;98;5;29;306;21864;992.3
6;14;0.0;15.1;18.9;22.7;65;88;98;4;18;215;12141;990.4
6;15;14.1;15.4;20.2;24.1;65;84;98;10;35;161;23625;991.8
6;16;5.6;18.2;21.5;25.0;76;89;98;8;35;188;12057;994.3
6;17;6.3;17.0;21.2;25.2;56;77;98;12;39;154;25519;999.4
6;18;0.0;14.9;20.6;25.7;47;74;96;8;29;184;29769;1005.3
6;19;0.0;14.0;20.3;26.1;51;70;98;11;39;116;21425;1003.8
6;20;0.5;15.6;20.2;25.1;51;78;98;6;20;151;16789;1006.4
6;21;0.0;14.8;22.1;28.1;55;78;98;5;18;272;26494;1010.4
6;22;0.0;18.3;25.8;32.0;51;71;98;7;23;102;26316;1010.4
6;23;0.0;21.7;28.0;33.1;54;67;84;12;37;77;28397;1009.0
