mese;giorno*;Pioggia mm;Temp. min gradi C;Temp. med gradi C;Temp. max gradi C;Umidita' min %;Umidita' med %;Umidita' max %;Vento med km/h;Vento max km/h;Dir. V. max gradi N;Radiaz. KJ/m2;Press. med hPa
1;1;2.4;1.8;5.9;7.8;86;93;99;6;14;155;809;1010.0
1;2;17.4;1.3;7.0;11.1;72;92;99;6;16;355;3141;1003.9
1;3;0.6;3.4;7.7;10.7;90;98;99;5;17;46;2456;1000.5
1;4;0.2;-0.6;5.4;14.0;57;91;99;4;14;31;7320;1006.4
1;5;0.0;0.9;5.6;13.8;50;84;99;4;11;215;7557;1012.4
1;6;0.4;-1.0;3.3;11.3;65;91;99;3;10;174;7691;1011.4
1;7;0.2;-2.3;1.4;4.5;98;99;99;5;16;18;1462;1004.2
1;8;0.0;3.6;5.0;6.7;96;99;99;3;9;328;1216;994.5
1;9;0.6;2.6;6.4;9.8;63;87;99;7;22;91;4956;992.5
1;10;5.0;-1.3;4.7;8.8;53;78;99;9;30;44;3492;998.8
1;11;22.0;4.4;5.9;7.2;78;91;99;15;42;71;791;993.9
1;12;1.0;1.0;4.5;8.0;71;92;99;4;11;210;3571;1001.3
1;13;0.4;-1.0;3.6;6.5;72;91;99;5;13;359;2125;996.1
1;14;0.2;-2.8;2.6;8.4;48;79;97;4;10;29;6781;1001.1
1;15;0.0;-1.7;2.8;9.6;49;80;98;4;11;171;7978;1008.3
1;16;0.2;-1.6;2.2;8.1;70;93;99;3;10;190;5392;1011.6
1;17;0.0;-0.5;3.7;8.9;77;89;99;4;9;187;5608;1010.9
1;18;0.2;-0.4;2.5;7.4;86;97;99;3;10;351;6080;1010.6
1;19;0.0;-0.8;6.4;14.3;38;68;95;8;27;46;7727;1011.9
1;20;0.0;-2.2;4.3;13.2;43;77;99;4;11;239;8825;1013.5
1;21;0.0;-2.0;5.5;14.5;32;66;97;5;14;152;9110;1011.5
1;22;0.0;-3.1;2.7;11.6;45;80;99;4;12;152;9264;1011.1
1;23;0.2;-3.6;3.5;12.9;38;77;99;4;10;203;9563;1011.4
1;24;0.2;-3.3;2.7;11.2;47;81;99;3;8;169;9315;1013.4
1;25;0.0;-3.0;3.0;11.2;50;80;98;3;10;233;9081;1014.0
1;26;0.2;-3.4;2.6;7.4;67;91;99;5;12;163;6978;1005.1
1;27;1.4;-0.5;4.5;8.2;69;90;99;7;20;61;1601;992.0
1;28;0.0;-3.4;3.1;9.2;46;76;98;7;19;141;8643;992.5
1;29;0.0;-2.9;3.2;10.4;11;44;89;17;66;333;9673;997.0
1;30;0.0;-4.8;-0.3;3.6;9;16;35;15;45;51;10713;1008.1
1;31;0.0;-6.5;-2.2;3.9;20;41;61;6;21;192;7913;1012.5
2;1;0.0;-7.9;-0.7;4.8;22;43;65;5;15;307;7876;1014.5
2;2;0.0;-3.4;1.6;7.5;28;47;66;4;12;167;6716;1015.1
2;3;0.0;-3.3;3.4;11.4;32;62;88;4;13;3;8622;1017.0
